taxonomy,version,role_code,codigo,descripcion,concept_qname,canonical_concept,sign_adjust,nature,priority,notes
SFC,2024,510000,510000030,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,ifrs_CashFlowsFromUsedInOperatingActivities,,1,,medio,
SFC,2024,510000,510000031,Flujos de efectivo procedentes de (utilizados en) actividades de inversión [sinopsis],ifrs_CashFlowsFromUsedInInvestingActivitiesAbstract,skip,1,,omit,
SFC,2024,510000,510000032,Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,ifrs_CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000033,Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,ifrs_CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000034,Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,ifrs_OtherCashReceiptsFromSalesOfEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000035,Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,ifrs_OtherCashPaymentsToAcquireEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000036,Otros cobros por la venta de participaciones en negocios conjuntos,ifrs_OtherCashReceiptsFromSalesOfInterestsInJointVenturesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000037,Otros pagos para adquirir participaciones en negocios conjuntos,ifrs_OtherCashPaymentsToAcquireInterestsInJointVenturesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000038,"Importes procedentes de la venta de propiedades, planta y equipo",ifrs_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000039,"Compras de propiedades, planta y equipo",ifrs_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000040,Importes procedentes de ventas de activos intangibles,ifrs_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000041,Compras de activos intangibles,ifrs_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000042,Recursos por ventas de otros activos a largo plazo,ifrs_ProceedsFromOtherLongtermAssetsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000043,Compras de otros activos a largo plazo,ifrs_PurchaseOfOtherLongtermAssetsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000044,Importes procedentes de subvenciones del gobierno,ifrs_ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000045,Anticipos de efectivo y préstamos concedidos a terceros,ifrs_CashAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000046,Cobros procedentes del reembolso de anticipos y préstamos concedidos a terceros,ifrs_CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000047,"Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera (swaps)",ifrs_CashPaymentsForFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000048,"Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera (swaps)",ifrs_CashReceiptsFromFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000049,Dividendos recibidos,ifrs_DividendsReceivedClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000050,Intereses pagados,ifrs_InterestPaidClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000051,Intereses recibidos,ifrs_InterestReceivedClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000052,Impuestos a las ganancias reembolsados (pagados),ifrs_IncomeTaxesPaidRefundClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000053,Otras entradas (salidas) de efectivo,ifrs_OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,,1,,medio,
SFC,2024,510000,510000054,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,ifrs_CashFlowsFromUsedInInvestingActivities,,1,,medio,
SFC,2024,510000,510000055,Flujos de efectivo procedentes de (utilizados en) actividades de financiación [sinopsis],ifrs_CashFlowsFromUsedInFinancingActivitiesAbstract,skip,1,,omit,
SFC,2024,510000,510000056,Recursos por cambios en las participaciones en la propiedad en subsidiarias que no dan lugar a la pérdida de control,ifrs_ProceedsFromChangesInOwnershipInterestsInSubsidiaries,,1,,medio,
SFC,2024,510000,510000057,Pagos por cambios en las participaciones en la propiedad en subsidiarias que no dan lugar a la pérdida de control,ifrs_PaymentsFromChangesInOwnershipInterestsInSubsidiaries,,1,,medio,
SFC,2024,510000,510000058,Importes procedentes de la emisión de acciones,ifrs_ProceedsFromIssuingShares,,1,,medio,
SFC,2024,510000,510000059,Importes procedentes de la emisión de otros instrumentos de patrimonio,ifrs_ProceedsFromIssuingOtherEquityInstruments,,1,,medio,
SFC,2024,510000,510000060,Pagos por adquirir o rescatar las acciones de la entidad,ifrs_PaymentsToAcquireOrRedeemEntitysShares,,1,,medio,
SFC,2024,510000,510000061,Pagos por otras participaciones en el patrimonio,ifrs_PaymentsOfOtherEquityInstruments,,1,,medio,
SFC,2024,510000,510000062,Importes procedentes de préstamos,ifrs_ProceedsFromBorrowingsClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000063,Reembolsos de préstamos,ifrs_RepaymentsOfBorrowingsClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000064,Pagos de pasivos por arrendamientos financieros,ifrs_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000065,Importes procedentes de subvenciones del gobierno,ifrs_ProceedsFromGovernmentGrantsClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000066,Dividendos pagados,ifrs_DividendsPaidClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000067,Intereses pagados,ifrs_InterestPaidClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000068,Impuestos a las ganancias reembolsados (pagados),ifrs_IncomeTaxesPaidRefundClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000069,Otras entradas (salidas) de efectivo,ifrs_OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,,1,,medio,
SFC,2024,510000,510000070,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,ifrs_CashFlowsFromUsedInFinancingActivities,,1,,medio,
SFC,2024,510000,510000071,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",ifrs_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,,1,,medio,
SFC,2024,510000,510000072,Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo [sinopsis],ifrs_EffectOfExchangeRateChangesOnCashAndCashEquivalentsAbstract,skip,1,,omit,
SFC,2024,510000,510000073,Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,ifrs_EffectOfExchangeRateChangesOnCashAndCashEquivalents,,1,,medio,
SFC,2024,510000,510000074,Incremento (disminución) neto de efectivo y equivalentes al efectivo,ifrs_IncreaseDecreaseInCashAndCashEquivalents,,1,,medio,
SFC,2024,510000,510000075,Efectivo y equivalentes al efectivo al principio del periodo,ifrs_CashAndCashEquivalents,,1,,medio,
SFC,2024,510000,510000076,Efectivo y equivalentes al efectivo al final del periodo,ifrs_CashAndCashEquivalents,,1,,medio,
SFC,2024,510000,825100001,Información a revelar sobre propiedades de inversión [bloque de texto],ifrs_DisclosureOfInvestmentPropertyExplanatory,,1,,medio,
SFC,2024,510000,825100002,Información a revelar detallada sobre propiedades de inversión [bloque de texto],ifrs_DisclosureOfDetailedInformationAboutInvestmentPropertyExplanatory,,1,,medio,
