taxonomy,version,role_code,codigo,descripcion,concept_qname,canonical_concept,sign_adjust,nature,priority,notes
SFC,2024,310000,310000002,Ganancia (p?rdida) [sinopsis],ifrs_ProfitLossAbstract,skip,1,,omit,
SFC,2024,310000,310000003,Ingresos de actividades ordinarias,ifrs_Revenue,,1,,medio,
SFC,2024,310000,310000004,Costo de ventas,ifrs_CostOfSales,,1,,medio,
SFC,2024,310000,310000005,Ganancia bruta,ifrs_GrossProfit,,1,,medio,
SFC,2024,310000,310000006,Otros ingresos,ifrs_OtherIncome,,1,,medio,
SFC,2024,310000,310000007,Gastos de distribuci?n,ifrs_DistributionCosts,,1,,medio,
SFC,2024,310000,310000008,Gastos de administraci?n y venta,ifrs_AdministrativeExpense,,1,,medio,
SFC,2024,310000,310000009,Gastos por beneficios a los empleados,ifrs_EmployeeBenefitsExpense,,1,,medio,
SFC,2024,310000,310000010,Reversi?n de p?rdidas por deterioro de valor (p?rdidas por deterioro de valor) reconocidas en el resultado del periodo,ifrs_ImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,,1,,medio,
SFC,2024,310000,310000011,Otros gastos,ifrs_OtherExpenseByFunction,,1,,medio,
SFC,2024,310000,310000012,Otras ganancias (p?rdidas),ifrs_OtherGainsLosses,,1,,medio,
SFC,2024,310000,310000013,Ganancia (p?rdida) por actividades de operaci?n,ifrs_ProfitLossFromOperatingActivities,,1,,medio,
SFC,2024,310000,310000014,Diferencia entre el importe en libros de dividendos pagaderos e importe en libros de activos distribuidos distintos al efectivo,ifrs_DifferenceBetweenCarryingAmountOfDividendsPayableAndCarryingAmountOfNoncashAssetsDistributed,,1,,medio,
SFC,2024,310000,310000015,Ganancias (p?rdidas) derivadas de la posici?n monetaria neta,ifrs_GainsLossesOnNetMonetaryPosition,,1,,medio,
SFC,2024,310000,310000016,Ganancias (p?rdidas) que surgen de la baja en cuentas de activos financieros medidos al costo amortizado,ifrs_GainLossArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,,1,,medio,
SFC,2024,310000,310000017,Ingresos financieros,ifrs_FinanceIncome,,1,,medio,
SFC,2024,310000,310000018,Costos financieros,ifrs_FinanceCosts,,1,,medio,
SFC,2024,310000,310000019,Participaci?n en las ganancias (p?rdidas) de asociadas y negocios conjuntos que se contabilicen utilizando el m?todo de la participaci?n,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,1,,medio,
SFC,2024,310000,310000020,"Otros ingresos (gastos) procedentes de subsidiarias, entidades controladas de forma conjunta y asociadas",ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,1,,medio,
SFC,2024,310000,310000021,Ganancias (p?rdidas) que surgen de diferencias entre importes en libros anteriores y el valor razonable de activos financieros reclasificados como medidos al valor razonable,ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,,1,,medio,
SFC,2024,310000,310000022,"Ganancia (p?rdida), antes de impuestos",ifrs_ProfitLossBeforeTax,,1,,medio,
SFC,2024,310000,310000023,Ingreso (gasto) por impuestos,ifrs_IncomeTaxExpenseContinuingOperations,,1,,medio,
SFC,2024,310000,310000024,Ganancia (p?rdida) procedente de operaciones continuadas,ifrs_ProfitLossFromContinuingOperations,,1,,medio,
SFC,2024,310000,310000025,Ganancia (p?rdida) procedente de operaciones discontinuadas,ifrs_ProfitLossFromDiscontinuedOperations,,1,,medio,
SFC,2024,310000,310000026,Ganancia (p?rdida),ifrs_ProfitLoss,,1,,medio,
SFC,2024,310000,310000027,"Ganancia (p?rdida), atribuible a [sinopsis]",ifrs_ProfitLossAttributableToAbstract,skip,1,,omit,
SFC,2024,310000,310000028,"Ganancia (p?rdida), atribuible a los propietarios de la controladora",ifrs_ProfitLossAttributableToOwnersOfParent,,1,,medio,
SFC,2024,310000,310000029,"Ganancia (p?rdida), atribuible a participaciones no controladoras",ifrs_ProfitLossAttributableToNoncontrollingInterests,,1,,medio,
SFC,2024,310000,310000030,Ganancias por acci?n [sinopsis],ifrs_EarningsPerShareAbstract,skip,1,,omit,
SFC,2024,310000,310000031,Ganancia por acci?n b?sica [sinopsis],ifrs_BasicEarningsPerShareAbstract,skip,1,,omit,
SFC,2024,310000,310000032,Ganancia (p?rdida) por acci?n b?sica en operaciones continuadas,ifrs_BasicEarningsLossPerShareFromContinuingOperations,,1,,medio,
SFC,2024,310000,310000033,Ganancia (p?rdida) por acci?n b?sica en operaciones discontinuadas,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,,1,,medio,
SFC,2024,310000,310000034,Total ganancias (p?rdidas) b?sicas por acci?n,ifrs_BasicEarningsLossPerShare,,1,,critico,
SFC,2024,310000,310000035,Ganancias por acci?n diluidas [sinopsis],ifrs_DilutedEarningsPerShareAbstract,skip,1,,omit,
SFC,2024,310000,310000036,Ganancias (p?rdida) diluida por acci?n procedente de operaciones continuadas,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,,1,,medio,
SFC,2024,310000,310000037,Ganancias (p?rdida) diluida por acci?n procedentes de operaciones discontinuadas,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,,1,,medio,
SFC,2024,310000,310000038,Total ganancias (p?rdidas) por acci?n diluidas,ifrs_DilutedEarningsLossPerShare,,1,,critico,
