taxonomy,version,role_code,codigo,descripcion,concept_qname,canonical_concept,sign_adjust,nature,priority,notes
SFC,2024,410000,410000019,"Otro resultado integral, neto de impuestos, activos financieros disponibles para la venta",ifrs_OtherComprehensiveIncomeNetOfTaxAvailableforsaleFinancialAssets,,1,,medio,
SFC,2024,410000,410000020,Coberturas del flujo de efectivo [sinopsis],ifrs_CashFlowHedgesAbstract,skip,1,,omit,
SFC,2024,410000,410000021,"Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos",ifrs_GainsLossesOnCashFlowHedgesNetOfTax,,1,,medio,
SFC,2024,410000,410000022,"Ajustes de reclasificación en coberturas de flujos de efectivo, neto de impuestos",ifrs_ReclassificationAdjustmentsOnCashFlowHedgesNetOfTax,,1,,medio,
SFC,2024,410000,410000023,"Importes eliminados del patrimonio e incluidos en el importe en libros de activos (pasivos) no financieros que se hayan adquirido o incurrido mediante una transacción prevista altamente probable cubierta, neto de impuestos",ifrs_AdjustmentsForAmountsTransferredToInitialCarryingAmountOfHedgedItems,,1,,medio,
SFC,2024,410000,410000024,"Otro resultado integral, neto de impuestos, coberturas del flujo de efectivo",ifrs_OtherComprehensiveIncomeNetOfTaxCashFlowHedges,,1,,medio,
SFC,2024,410000,410000025,Coberturas de inversiones netas en negocios en el extranjero [resumen],ifrs_HedgesOfNetInvestmentsInForeignOperationsAbstract,skip,1,,omit,
SFC,2024,410000,410000026,"Ganancias (pérdidas) por coberturas de inversiones netas en negocios en el extranjero, neto de impuestos",ifrs_GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,,1,,medio,
SFC,2024,410000,410000027,"Ajustes de reclasificación por coberturas de inversiones netas en negocios en el extranjero, netos de impuestos",ifrs_ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax,,1,,medio,
SFC,2024,410000,410000028,"Otro resultado integral, neto de impuestos, coberturas de inversiones netas en negocios en el extranjero",ifrs_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations,,1,,medio,
SFC,2024,410000,410000029,"Participación de otro resultado integral de asociadas y negocios conjuntos contabilizados utilizando el método de la participación que se reclasificará al resultado del periodo, neto de impuestos",ifrs_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,1,,medio,
SFC,2024,410000,410000030,"Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos",ifrs_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,1,,critico,
SFC,2024,410000,410000031,Total otro resultado integral,ifrs_OtherComprehensiveIncome,,1,,critico,
SFC,2024,410000,410000032,Resultado integral total,ifrs_ComprehensiveIncome,,1,,critico,
SFC,2024,410000,410000033,Resultado integral atribuible a [sinopsis],ifrs_ComprehensiveIncomeAttributableToAbstract,skip,1,,omit,
SFC,2024,410000,410000034,Resultado integral atribuible a los propietarios de la controladora,ifrs_ComprehensiveIncomeAttributableToOwnersOfParent,,1,,medio,
SFC,2024,410000,410000035,Resultado integral atribuible a participaciones no controladoras,ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests,,1,,medio,
